bridge,54.8598,33.0166,9999.0,9999.0,8.9676,-33.5934,-63.2506,9999.0,9999.0,9999.0,9999.0,32.1051,14.5333,9999.0,9999.0,-30.5872,-57.6515,41.6003,9999.0,9999.0,9999.0,9999.0,9999,9999,9999,9999,282.3532491164661,9999,9999,9999,126.01672838873417,9999,9999
bridge,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
bridge,-87.4883,-38.9467,32.8427,93.5923,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9.1664,-5.411,0.091912,-3.8473,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,171.90658674800233,9999,9999,9999,9999,9999,9999,181.5476248372586,9999,9999,9999
bridge,-140.2714,-107.9045,9999.0,9999.0,9999.0,9999.0,-23.9042,65.4627,76.341,56.3595,73.917,-8.8671,-25.8142,9999.0,9999.0,9999.0,9999.0,28.4441,49.1976,-44.1205,38.9266,-37.7665,9999,83.57513857780427,95.45387177254842,9999,9999,160.21432529838955,154.58113479186196,9999,9999,219.462375010661,118.12210090326028
bridge,171.6807,72.9843,9999.0,9999.0,-56.6202,-167.9182,-20.1266,9999.0,9999.0,9999.0,9999.0,25.9029,2.1167,9999.0,9999.0,-38.3855,-28.2247,38.5907,9999.0,9999.0,9999.0,9999.0,9999,9999,9999,9999,321.25406438477603,9999,9999,9999,343.8854605286039,9999,9999
bridge,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,3.6361,32.0321,9.9475,-10.497,-35.1187,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,145.7761,62.9591,-88.3465,39.9841,-160.3728,9999,152.77010107539152,180.60336991693882,9999,9999,9999,9999,9999,9999,9999,308.59209888500067
bridge,136.6535,102.4818,9999.0,9999.0,50.0713,1.077,13.2499,-71.3122,-75.4063,-75.1922,-81.6227,-0.69454,-17.0333,9999.0,9999.0,-30.2677,-34.1578,28.1073,56.1321,-26.3847,56.8958,-32.5972,9999,285.4953371100438,283.92050606915035,9999,318.9943339927961,188.4981608499767,188.8035007484003,9999,139.64518295336077,213.6102598118021,112.63146341502448
bridge,9999.0,-53.0495,9999.0,9999.0,9999.0,9999.0,19.5269,9999.0,9999.0,2.3485,31.1741,9999.0,110.1317,9999.0,9999.0,9999.0,9999.0,41.3372,9999.0,9999.0,-36.9011,-114.5678,9999,9999,212.74580006931487,9999,9999,9999,121.08396213959159,9999,9999,9999,156.33945852803762
bridge,143.5978,109.9308,9999.0,9999.0,63.1283,-6.7079,19.0741,-67.6511,-100.6948,-69.0485,-91.6286,-0.69997,-14.0595,9999.0,9999.0,-38.7134,-46.9215,27.7143,67.42,-24.1513,66.0671,-36.6557,9999,274.75780534864367,281.12232918150994,9999,307.52945353817597,180.09198029865024,181.1721892893616,9999,157.25213285685794,245.41564598356172,128.05695876167763
bridge,9999.0,99.3766,9999.0,9999.0,114.8262,131.8663,-0.12851,-76.7742,-88.4941,-82.0827,-98.5897,9999.0,90.9919,9999.0,9999.0,35.6503,-39.9338,100.9283,9.0642,-83.5535,7.953,-121.1003,9999,212.62760675965467,214.10591789927778,9999,248.6994229292838,235.86302939988278,234.3075982854259,9999,9999,9999,242.88125731347836
bridge,-301.6337,-195.2017,15.4073,205.3935,9999.0,9999.0,-109.7034,86.3039,286.3473,13.0867,9999.0,55.329,-1.6848,-94.0774,-126.0841,9999.0,9999.0,50.1808,-29.8204,-48.2391,194.396,9999.0,194.12396065768414,196.9424406705792,9999,54.92884570716,9999,126.55482523397993,198.3455691955773,538.5046837228531,9999,597.0326688704814,9999
bridge,0.11045,12.2418,-32.4909,-59.5356,49.4691,33.2809,-3.0758,9999.0,9999.0,9999.0,9999.0,64.0874,22.4593,17.0513,32.3738,-34.3203,-25.291,-76.3605,9999.0,9999.0,9999.0,9999.0,143.57238556951302,9999,9999,74.29559574766256,317.93828673873674,9999,9999,67.55296962800747,95.33507822287922,9999,9999
bridge,102.7869,60.2136,9999.0,9999.0,-16.5288,-89.7599,-27.9786,-28.7332,9999.0,9999.0,9999.0,13.085,-7.9201,9999.0,9999.0,-38.1832,-44.2816,39.2195,38.0804,9999.0,9999.0,9999.0,9999,9999,9999,9999,310.353431628535,264.6023486042672,9999,9999,200.9109180353323,9999,9999
bridge,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
